source_row,col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16
479,Davidianae,E. pseudowushanense,"Guizhou, Longli",C.  Zhang Zhang228,BNU,1,102.6,34.4,3,6.4,5.3,64.8,101.2,36.7,4.7,25.7
480,Davidianae,E. pseudowushanense,"Guizhou, Longli",C.  Zhang Zhang228,BNU,1,125.2,34,3.7,4.1,5.5,88.5,121.7,37.7,2.6,22.8
481,Davidianae,E. pseudowushanense,"Guizhou, Longli",C.  Zhang Zhang228,BNU,1,98.7,29.5,3.3,9.8,3.7,72.8,91.7,35.5,5.4,23.8
482,Davidianae,E. pseudowushanense,"Guizhou, Longli",C.  Zhang Zhang228,BNU,1,93,24.3,3.8,6.3,3.5,78.2,90,25.3,3.9,16.7
483,Davidianae,E. pseudowushanense,"Guizhou, Longli",C.  Zhang Zhang228,BNU,1,129.3,38.4,3.4,3.3,5.4,84.4,121.8,34.7,1.3,18.7
484,Davidianae,E. pseudowushanense,"Guizhou, Longli",C.  Zhang Zhang228,BNU,1,113.4,29.8,3.8,4.8,3.2,65.1,105,34,3.5,15.3
485,Davidianae,E. pseudowushanense,"Guizhou, Longli",C.  Zhang Zhang228,BNU,1,139,39.8,3.5,10.5,4.1,155.6,124.6,33.6,1.2,48.4
486,Davidianae,E. pseudowushanense,"Guizhou, Longli",C.  Zhang Zhang228,BNU,1,152.2,54.6,2.8,9.9,4.1,108.3,144.2,54.6,7.9,38.6
487,Davidianae,E. pseudowushanense,"Guizhou, Longli",C.  Zhang Zhang228,BNU,1,114.7,34.4,3.3,5.7,4.2,81.4,103.1,40.1,2.5,21.3
488,Davidianae,E. pseudowushanense,"Guizhou, Longli",C.  Zhang Zhang228,BNU,1,164.6,50.5,3.3,10.1,3,98.5,140,46.8,6.2,42.9
489,Davidianae,E. pseudowushanense,"Guizhou, Longli",C.  Zhang Zhang228,BNU,1,143.5,44.3,3.2,5.8,4.9,113.6,137.2,42.4,2.7,38.1
490,Davidianae,E. pseudowushanense,"Guizhou, Longli",C.  Zhang Zhang228,BNU,1,141.5,44.4,3.2,4.5,3.3,116.9,134.9,43.9,2.7,35.1
491,Brachycerae,E. pubescens,"Sichuan, Dujiangyan",C.  Zhang Zhang270,BNU,1,137.5,46.1,3,4.5,1.9,160.4,112.1,36.5,1.4,20.1
492,Brachycerae,E. pubescens,"Sichuan, Dujiangyan",C.  Zhang Zhang270,BNU,1,179.4,67.6,2.7,7.6,1.9,94.7,154.6,59.3,6.4,26.4
493,Brachycerae,E. pubescens,"Sichuan, Dujiangyan",C.  Zhang Zhang270,BNU,1,165.8,59.5,2.8,6.9,2.1,97.3,134.6,46.2,7.9,24.8
494,Brachycerae,E. pubescens,"Sichuan, Dujiangyan",C.  Zhang Zhang270,BNU,1,146,59.5,2.5,8.1,2.8,110.6,129.2,50,4.8,32.5
495,Brachycerae,E. pubescens,"Sichuan, Dujiangyan",C.  Zhang Zhang270,BNU,1,124.5,45.4,2.7,3.6,1.9,103.5,92,35,0.9,19.4
496,Brachycerae,E. pubescens,"Sichuan, Dujiangyan",C.  Zhang Zhang270,BNU,1,111.7,40.2,2.8,5,3.1,86.3,102.4,40.4,4.7,15.8
497,Brachycerae,E. pubescens,"Sichuan, Dujiangyan",C.  Zhang Zhang456,BNU,1,69.2,33.2,2.1,5.4,5.9,96.4,60.4,27.4,4.6,12.1
498,Brachycerae,E. pubescens,"Sichuan, Dujiangyan",C.  Zhang Zhang456,BNU,1,78.2,38.3,2,7.7,3.6,95.9,70.9,33.3,7.3,12.9
499,Brachycerae,E. pubescens,"Sichuan, Dujiangyan",C.  Zhang Zhang456,BNU,1,96,38.9,2.5,5.7,5.2,100.2,84.6,37.8,6.4,15.6
500,Brachycerae,E. pubescens,"Sichuan, Dujiangyan",C.  Zhang Zhang456,BNU,1,66.9,26.6,2.5,4.4,4.7,96.6,60.5,24.3,4.1,13.7
501,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,108.3,40.5,2.7,5.7,3.9,114.3,87.7,40.6,5.1,20.9
502,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,132.6,53,2.5,3.7,4.9,147.5,107,50.3,4,16.6
503,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,128.4,60.2,2.1,13.8,4.4,95.4,110.7,52.8,9.1,19.3
504,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,117.4,49,2.4,10.4,3.1,147.6,105,45,5.8,25
505,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,143.4,56.8,2.5,9.2,3.7,157.4,121.3,50.1,3.9,14.7
506,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,100.2,51.5,1.9,6.5,4.5,133.8,80.7,46.2,4.1,20.2
507,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,116.3,51.4,2.3,5.2,4.7,111.4,105.4,42.4,4,18.5
508,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,114.1,50.9,2.2,3.6,4.1,131.6,90.4,41.1,3.5,14
509,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,151.7,61.3,2.5,7.8,4.1,160.2,119.5,48.8,3.8,24.3
510,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,120.7,56.3,2.1,11,3.6,119.6,113.8,51,15,37.3
511,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,110.4,60.1,1.8,11.2,3.5,146.4,116.5,53.6,7.5,33.5
512,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,162.1,62.9,2.6,9,3.5,179.1,130.7,59.4,4.9,22.8
513,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,121.3,49.6,2.4,5.8,3.6,149.9,111.4,44.2,2.8,20.5
514,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,135.9,56,2.4,8.5,3.9,148.2,112.2,50.7,4.1,19.4
515,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,132.8,53.3,2.5,7.7,4.1,137.8,112,44.2,6.9,19.5
516,Brachycerae,E. qingchengshanense,"Sichuan, Dujianyan",C.  Zhang Zhang271,BNU,1,141.8,68.4,2.1,11.2,3.7,163.3,134.8,62.2,7.3,33.9
517,Dolichocerae,E. rhizomatosum,"Sichuan, Maoxian",C.  Zhang Zhang277,BNU,0,75.5,45.6,1.7,10,5.1,102,62.4,43.5,9.9,15.2
518,Dolichocerae,E. rhizomatosum,"Sichuan, Maoxian",C.  Zhang Zhang277,BNU,0,45.3,28.7,1.6,5.8,7.3,65.2,38.5,25.9,5.5,8.8
519,Dolichocerae,E. rhizomatosum,"Sichuan, Maoxian",C.  Zhang Zhang277,BNU,0,47.7,32.2,1.5,7.1,5.3,65.2,38.8,30.5,6.6,9.6
520,Dolichocerae,E. rhizomatosum,"Sichuan, Maoxian",C.  Zhang Zhang277,BNU,0,40.7,31.6,1.3,7.2,4.3,84.5,32,29.9,7.2,9.7
521,Dolichocerae,E. rhizomatosum,"Sichuan, Maoxian",C.  Zhang Zhang277,BNU,0,57.6,36.1,1.6,7.4,4.1,101.5,49,33,5.9,9.7
522,Brachycerae,E. sagittatum,"Hunan, Changsha",C.  Zhang Zhang645,BNU,1,94.1,46.4,2,4.2,3.7,101.8,81.3,45.7,3.8,13.6
523,Brachycerae,E. sagittatum,"Hunan, Changsha",C.  Zhang Zhang645,BNU,1,90.2,50.3,1.8,10.5,5.2,136.8,89.7,56.9,9.7,33.5
524,Brachycerae,E. sagittatum,"Hunan, Changsha",C.  Zhang Zhang645,BNU,1,79.8,41.6,1.9,8.3,4.8,84.7,73.5,42.6,8.3,20.9
525,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang521,BNU,1,104,53.9,1.9,5.8,6.3,113.1,98.7,47.9,6.3,27.3
526,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,159.4,79.2,2,18.6,2.8,174.9,134.5,76.1,13,37.4
527,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,147,68.8,2.1,11,4.3,187.4,127.9,65.9,12,42.4
528,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,85.9,39.4,2.2,6.7,5.6,115.6,71.6,40.4,3.6,19
529,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,131.7,63.8,2.1,18.9,5.2,194.1,114,57,14.6,37.2
530,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,135.6,64.8,2.1,22.9,4.4,181.1,125.1,56.8,14.4,37.7
531,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,130.6,66.2,2,17.6,5,200.4,122.6,66,13.3,43.1
532,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,140.3,64.2,2.2,12.6,5,186.1,126.3,63.5,9.3,38.6
533,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,100.8,55.2,1.8,11.7,5.3,177,91.6,53.8,13.6,29.5
534,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,103.4,53.2,1.9,11.5,5.6,121.7,101.9,52.7,7.1,32.6
535,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,152.3,73.4,2.1,13,3.7,214.6,138.2,63.8,9.3,40.8
536,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,123.8,52.7,2.3,10.8,4.1,182.2,99.9,44.2,5,28
537,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,93.9,48.6,1.9,10,3.8,175,98.5,55.3,14.8,24
538,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,104.9,56.7,1.9,7.3,5.4,139,92.7,49.5,9.1,28.5
539,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,108.8,61.1,1.8,10.8,5.8,142.4,94.7,55.7,11.3,26.7
540,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,95.5,48.5,2,12,4.4,119.2,84.2,45.2,11.9,25.3
541,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang145,BNU,1,133.8,68.4,2,10.3,5.2,174.4,116.2,62.8,10.7,28.5
542,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang996,BNU,1,106.1,49.3,2.2,10.7,4.6,101.5,96.3,45.6,4.9,30
543,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang996,BNU,1,107.9,57.6,1.9,10.1,5.1,91.7,97.5,51.7,9.2,36
544,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang996,BNU,1,104.2,51,2,16.1,5,171.9,92.6,46.1,12.2,24.9
545,Brachycerae,E. sagittatum,"Hunan, Huayuan",C.  Zhang Zhang996,BNU,1,105.4,61.1,1.7,12,4.5,122.3,103.6,61,12.3,33.9
546,Davidianae,E. shennongjiaense,"Hubei, Wufeng",C.  Zhang Zhang175,BNU,1,98,41,2.4,6.7,5.5,137,66,38,10,23
547,Davidianae,E. shennongjiaense,"Hubei, Wufeng",C.  Zhang Zhang175,BNU,1,105.4,44.9,2.3,6.1,6.7,124,69,37,11,24.6
548,Davidianae,E. shennongjiaense,"Hubei, Wufeng",C.  Zhang Zhang175,BNU,1,102.8,41.6,2.5,5.3,5.5,118,73,40,9,22
549,Davidianae,E. shennongjiaense,"Hubei, Wufeng",C.  Zhang Zhang175,BNU,1,95,39,2.4,6,4.4,125.7,74.8,41.5,8,24
550,Davidianae,E. shennongjiaense,"Hubei, Wufeng",C.  Zhang Zhang175,BNU,1,100,42,2.4,7,4,135,76,43,10,25
551,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,131.4,53.7,2.4,4.3,5.9,121.2,124.9,54.9,3.9,27.9
552,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,111.9,48.2,2.3,4.2,5.4,121.9,111.8,44.6,4.3,26.4
553,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,143.5,53.4,2.7,7.2,6.7,116.6,130.9,50.6,5.8,40.4
554,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,129.4,47.9,2.7,5,6.6,117.1,125,47.3,5.1,30.7
555,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,109.3,43.6,2.5,4.9,4.4,142.5,95.3,38.7,6.7,22.2
556,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,120.8,49.3,2.5,7.3,4.7,131.1,105.1,47.1,10,34.2
557,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,119.3,46.6,2.6,9.4,5,108.4,108.1,46.7,9.4,41
558,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,138.1,55.2,2.5,7.5,5.1,107.3,130,60.9,7.1,26.5
559,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,121.2,53.1,2.3,5,5,110.5,112.9,55.2,6.8,25.3
560,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,135.8,53.3,2.5,11.1,5.9,106.1,118.1,53.1,8,25.4
561,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,122.7,47.5,2.6,6.2,6.7,131.3,108.1,45.5,6.1,29.6
562,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,116.6,42.3,2.8,5.5,7.1,101.1,100.9,36.7,4.8,19.6
563,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,124,47.2,2.6,6,6.6,96.8,113.4,45,6.7,24.1
564,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,138.2,56.8,2.4,7.3,4.4,142.6,127.5,57.5,6.7,30.6
565,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,141.4,61,2.3,7.9,5.3,119.2,134.9,65.1,7.5,29.5
566,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang224,BNU,1,119.6,39,3.1,9.6,3.6,97.8,97.9,39.6,8.8,25.9
567,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,141.8,90.4,1.6,29.7,4.2,36,0,0,0,0
568,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,99.6,52.4,1.9,10.8,4.3,45.1,0,0,0,0
569,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,175.7,115.4,1.5,28.8,4.2,43.2,0,0,0,0
570,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,183.6,119.7,1.5,32.5,3.9,62.7,0,0,0,0
571,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,172.6,102.5,1.7,36.8,4.3,51.4,0,0,0,0
572,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,133,70.1,1.9,22.3,4.6,52.4,0,0,0,0
573,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,154.6,79,2,28.1,4.3,73.5,0,0,0,0
574,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,178.2,98.6,1.8,26.2,3.9,59.4,0,0,0,0
575,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,119.6,48.6,2.5,5.1,4.4,80.3,119.6,45.2,3.5,17.8
576,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,181.9,106.5,1.7,35.5,3.9,61.3,0,0,0,0
577,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,172.5,96.4,1.8,29.5,3.3,47.6,0,0,0,0
578,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,155.4,87.7,1.8,25.7,4.3,45.1,0,0,0,0
579,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,189.7,107.5,1.8,29.1,4.5,54.3,0,0,0,0
580,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,162.6,90.5,1.8,30.6,4.5,52.7,0,0,0,0
581,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,140.8,76.7,1.8,24.9,4.1,66.4,0,0,0,0
582,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,146.8,75.4,1.9,22.1,5.5,67,0,0,0,0
583,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,158,80.6,2,28.1,4.6,69.9,0,0,0,0
584,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,145.3,74,2,21.2,4.5,54.3,0,0,0,0
585,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,159.4,102.4,1.6,31.2,4.6,60.8,0,0,0,0
586,Dolichocerae,E. simplicifolium,"Guizhou, Suiyang",C.  Zhang Zhang223,BNU,1,119.6,48.6,2.5,5.1,4.4,80.3,119.6,45.2,3.5,17.8
587,Brachycerae,E. sp1,"Hubei, badong",C.  Zhang Zhang160,BNU,2,125.7,36.8,3.4,7.1,3.1,136.3,117.8,32.1,2,30.3
588,Brachycerae,E. sp1,"Hubei, badong",C.  Zhang Zhang160,BNU,2,106.3,28.8,3.7,4.1,2.7,81,104.1,24,0.7,18.2
589,Brachycerae,E. sp1,"Hubei, badong",C.  Zhang Zhang160,BNU,2,108.6,30.8,3.5,4.8,3.6,83.1,84.8,21,4,22.3
590,Brachycerae,E. sp1,"Hubei, badong",C.  Zhang Zhang160,BNU,2,96.4,24.6,3.9,3.3,3.6,81.1,83.7,20.7,4,23
591,Brachycerae,E. sp1,"Hubei, badong",C.  Zhang Zhang160,BNU,2,120.3,33.4,3.6,3.7,3.4,132,93.9,29.7,2.2,31.3
592,Brachycerae,E. sp1,"Hubei, badong",C.  Zhang Zhang160,BNU,2,116.8,29.5,4,2.8,3.3,120.9,97,23.8,1.7,20.5
593,Brachycerae,E. sp1,"Hubei, badong",C.  Zhang Zhang160,BNU,2,94.4,23.8,4,1.5,3.8,65.7,84.8,23,0.3,23.7
594,Brachycerae,E. sp1,"Hubei, badong",C.  Zhang Zhang160,BNU,2,86.1,22.4,3.8,1.7,3.3,73.5,89.3,21.9,1.5,17.8
595,Brachycerae,E. sp1,"Hubei, badong",C.  Zhang Zhang160,BNU,2,106,33.7,3.1,5.2,3.2,125.5,113.5,30.1,2.9,31.1
596,Brachycerae,E. sp1,"Hubei, badong",C.  Zhang Zhang160,BNU,2,113.7,38.8,2.9,6.3,3.2,102.1,108.7,33.6,3.2,35.5
597,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,81.4,50.5,1.6,12.8,2.7,97.7,85.3,57.6,12.9,25.2
598,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,104.9,53.1,2,10.8,2.9,112.5,97,54.4,11.7,24.7
599,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,79,50.2,1.6,8.4,4.5,88.8,66,41.6,11.3,18.6
600,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,85.3,55.9,1.5,11.3,3.5,88.8,76.5,51.6,10.8,20.4
601,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,91.3,50,1.8,10.8,3.1,85,76.1,44,11,19.4
602,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,97.6,54.6,1.8,15.6,3.7,95.4,85.9,48.5,12.1,29.7
603,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,113.9,69,1.7,22.8,2.4,106.4,94.8,63.2,17.6,31.4
604,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,79.7,48.5,1.6,10.3,2.9,84.5,62.2,40.8,8.6,16.7
605,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,112.4,67.2,1.7,15,2.6,94.7,100.1,63.1,13.1,31.6
606,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,109.6,65.5,1.7,14.7,2.3,136.9,87.6,55.9,12.6,24.8
607,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,84,43,2,9.6,3.3,104,75.3,40.4,8.5,20.8
608,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,102.5,51.1,2,13.7,3.1,133.8,87.1,47.5,11.1,25.5
609,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,138.3,73.3,1.9,22.7,2.5,147.5,120.7,70.6,18.1,27
610,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,119.6,61.7,1.9,15.5,3.1,120.1,106,57.5,11.1,22
611,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,109.9,71.1,1.5,18.7,2.7,116.8,102.5,73,15.6,22.4
612,Brachycerae,E. stellulatum,"Hubei, Wudangshan",C.  Zhang Zhang198,BNU,1,103.3,59,1.8,15,2.9,123.3,88.5,56.5,12,23.9
613,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,59.8,30.8,1.9,4.6,6.7,73,57.2,31.9,4.3,10.2
614,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,85.6,40.1,2.1,6,6.7,87.2,75.2,37.6,8.4,18
615,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,69.1,33,2.1,3.8,5.8,67.9,58.1,31,4.4,7.9
616,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,56.5,31.1,1.8,4.5,6,62,56.1,31.2,4.2,8.2
617,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,75.3,33.4,2.3,6.6,5.9,64,67.6,33.3,5.9,12.6
618,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,64.9,26,2.5,3.1,5.9,59,49.1,23.9,2.8,8.2
619,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,56.9,31,1.8,4.4,5.3,83.5,54.3,27.8,5.2,11.8
620,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,64.3,30.8,2.1,3,5.5,60.1,54.4,30.2,4.2,9.3
621,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,62,28.9,2.1,4.6,5.4,55.7,56.7,29,5.5,11
622,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,64.4,32,2,6,6.2,63.8,59.3,28.1,7,13.2
623,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,60.6,42.6,1.4,8.2,4.2,93.3,57.3,41.4,9.6,13.8
624,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,63,41.9,1.5,9.9,6,87.6,62,41.3,10.5,21.3
625,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,53,36.3,1.5,6.8,6.4,80.6,52,37.1,7.5,13.4
626,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,53.9,33.5,1.6,7.5,5.7,95.7,54.9,35,8.3,15.9
627,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,60.7,33,1.8,5.8,6.7,78.3,56.9,35,7,13.4
628,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,60.2,32,1.9,4.8,5.2,83.8,48.1,28.5,5.6,9.6
629,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,58.8,30.2,1.9,4.1,6.5,71.9,54.3,27,3.7,10.4
630,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,50.4,33.8,1.5,5.8,6.4,60.1,51,32.1,7.8,10.6
631,Dolichocerae,E. sutchuenense,"Hubei, Shennongjia",C.  Zhang Zhang701,BNU,1,65.6,34.6,1.9,7,6.7,99.5,64.1,39.8,8.6,13.4
632,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,76.9,33.9,2.3,4.7,4,82.5,63.6,34.4,6.1,13.3
633,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,68.2,38.7,1.8,9.5,3.8,92.1,65,36.3,6,20.4
634,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,66.9,30.8,2.2,6.8,3.4,67.5,53.4,27.5,5.3,13.1
635,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,66.9,36,1.9,5.6,5.2,76,60.5,31.2,5.4,15.2
636,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,70.8,32.5,2.2,4.9,3.4,78.2,57.1,29.5,5.6,13.2
637,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,59.4,31,1.9,4.5,4.6,68.8,54,29.2,3.4,11.1
638,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,62.4,32,1.9,6.2,4.6,67.4,57.1,29.6,4.1,13
639,Dolichocerae,E. tianmenshanense,"Hunan, Zhangjiajie",C.  Zhang Zhang209,BNU,1,70.7,41.6,1.7,10.6,5.4,83.1,67.3,40,10.4,14.3
